"Path","LineNumber","Line"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\redis\client.py","537","        with self.pipeline(True, shard_hint) as pipe:"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\redis\client.py","1549","class Pipeline(Redis):"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\redis\client.py","1551","    Pipelines provide a way to transmit multiple commands to the Redis server"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\redis\client.py","1555","    All commands executed within a pipeline(when running in transactional mode,"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\redis\client.py","1557","    calls. This guarantees all commands executed in the pipeline will be"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\redis\client.py","1561","    subsequent commands in the pipeline. Instead, the exception is caught"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\redis\client.py","1588","    def __enter__(self) -> ""Pipeline"":"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\redis\client.py","1604","        """"""Pipeline instances should always evaluate to True"""""""
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\redis\client.py","1632","        """"""Close the pipeline"""""""
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\redis\client.py","1637","        Start a transactional block of the pipeline after WATCH commands"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\redis\client.py","1651","        return self.pipeline_execute_command(*args, **kwargs)"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\redis\client.py","1747","    def pipeline_execute_command(self, *args, **options) -> ""Pipeline"":"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\redis\client.py","1751","        Returns the current Pipeline object back so commands can be"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\redis\client.py","1813","                ""Wrong number of response items from pipeline execution"""
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\redis\client.py","1834","    def _execute_pipeline(self, connection, commands, raise_on_error):"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\redis\client.py","1860","            f""Command # {number} ({truncate_text(cmd)}) of pipeline """
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\redis\client.py","1874","        # make sure all scripts that are about to be run on this pipeline exist"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\redis\client.py","1879","        # get buffered in the pipeline."
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\redis\client.py","1923","        """"""Execute all the commands in the current pipeline"""""""
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\redis\client.py","1933","            execute = self._execute_pipeline"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\redis\client.py","1934","            operation_name = ""PIPELINE"""
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\redis\cluster.py","54","    InvalidPipelineStack,"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\redis\cluster.py","1078","    def pipeline(self, transaction=None, shard_hint=None):"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\redis\cluster.py","1081","            Pipelines do not work in cluster mode the same way they"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\redis\cluster.py","1083","            that simulating pipelines will work correctly. Each"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\redis\cluster.py","1090","        return ClusterPipeline("
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\redis\cluster.py","1874","        should expect a single argument which is a Pipeline object."
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\redis\cluster.py","1879","        with self.pipeline(True, shard_hint) as pipe:"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\redis\cluster.py","2767","class ClusterPipeline(RedisCluster):"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\redis\cluster.py","2769","    Support for Redis pipeline"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\redis\cluster.py","2843","            PipelineStrategy(self) if not transaction else TransactionStrategy(self)"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\redis\cluster.py","2905","        ""Pipeline instances should  always evaluate to True on Python 3+"""
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\redis\cluster.py","2910","        Wrapper function for pipeline_execute_command"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\redis\cluster.py","2914","    def pipeline_execute_command(self, *args, **options):"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\redis\cluster.py","2918","        Returns the current Pipeline object back so commands can be"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\redis\cluster.py","2936","        Execute all the commands in the current pipeline"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\redis\cluster.py","2946","        Reset back to empty pipeline."
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\redis\cluster.py","2966","        Start a transactional block of the pipeline after WATCH commands"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\redis\cluster.py","2987","    def script_load_for_pipeline(self, *args, **kwargs):"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\redis\cluster.py","2988","        self._execution_strategy.script_load_for_pipeline(*args, **kwargs)"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\redis\cluster.py","2997","def block_pipeline_command(name: str) -> Callable[..., Any]:"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\redis\cluster.py","2999","    Prints error because some pipelined commands should"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\redis\cluster.py","3005","            f""ERROR: Calling pipelined function {name} is blocked """
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\redis\cluster.py","3012","# Blocked pipeline commands"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\redis\cluster.py","3013","PIPELINE_BLOCKED_COMMANDS = ("
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\redis\cluster.py","3085","for command in PIPELINE_BLOCKED_COMMANDS:"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\redis\cluster.py","3088","    setattr(ClusterPipeline, command, block_pipeline_command(command))"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\redis\cluster.py","3091","class PipelineCommand:"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\redis\cluster.py","3188","        See: ClusterPipeline.execute_command()"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\redis\cluster.py","3197","        See: ClusterPipeline.annotate_exception()"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\redis\cluster.py","3202","    def pipeline_execute_command(self, *args, **options):"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\redis\cluster.py","3204","        Pipeline execution flow for current execution strategy."
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\redis\cluster.py","3206","        See: ClusterPipeline.pipeline_execute_command()"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\redis\cluster.py","3215","        See: ClusterPipeline.execute()"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\redis\cluster.py","3226","        See: ClusterPipeline.send_cluster_commands()"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\redis\cluster.py","3235","        See: ClusterPipeline.reset()"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\redis\cluster.py","3252","        See: ClusterPipeline.multi()"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\redis\cluster.py","3269","        See: ClusterPipeline.unwatch()"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\redis\cluster.py","3274","    def script_load_for_pipeline(self, *args, **kwargs):"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\redis\cluster.py","3282","        See: ClusterPipeline.delete()"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\redis\cluster.py","3291","        See: ClusterPipeline.unlink()"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\redis\cluster.py","3303","        pipe: ClusterPipeline,"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\redis\cluster.py","3305","        self._command_queue: List[PipelineCommand] = []"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\redis\cluster.py","3314","    def command_queue(self, queue: List[PipelineCommand]):"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\redis\cluster.py","3321","    def pipeline_execute_command(self, *args, **options):"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\redis\cluster.py","3323","            PipelineCommand(args, options, len(self._command_queue))"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\redis\cluster.py","3352","    def script_load_for_pipeline(self, *args, **kwargs):"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\redis\cluster.py","3355","            ""method script_load_for_pipeline() is not implemented"""
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\redis\cluster.py","3364","            f""Command # {number} ({truncate_text(cmd)}) of pipeline """
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\redis\cluster.py","3370","class PipelineStrategy(AbstractStrategy):"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\redis\cluster.py","3371","    def __init__(self, pipe: ClusterPipeline):"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\redis\cluster.py","3376","        return self.pipeline_execute_command(*args, **kwargs)"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\redis\cluster.py","3388","                    command_name=""PIPELINE"","
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\redis\cluster.py","3407","        Reset back to empty pipeline."
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\redis\cluster.py","3454","        `allow_redirections` If the pipeline should follow"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\redis\cluster.py","3596","                    command_name=""PIPELINE"","
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\redis\cluster.py","3633","                if isinstance(c.result, ClusterPipeline.ERRORS_ALLOW_RETRY)"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\redis\cluster.py","3670","        # to the sequence of commands issued in the stack in pipeline.execute()"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\redis\cluster.py","3775","                ""deleting multiple keys is not implemented in pipeline command"""
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\redis\cluster.py","3783","                ""unlinking multiple keys is not implemented in pipeline command"""
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\redis\cluster.py","3801","    def __init__(self, pipe: ClusterPipeline):"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\redis\cluster.py","3805","        self._pipeline_slots: Set[int] = set()"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\redis\cluster.py","3815","        Find a connection for a pipeline transaction."
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\redis\cluster.py","3822","        if not self._pipeline_slots:"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\redis\cluster.py","3828","            list(self._pipeline_slots)[0], False"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\redis\cluster.py","3848","        if args[0] not in ClusterPipeline.NO_SLOTS_COMMANDS:"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\redis\cluster.py","3858","                if self._pipeline_slots and slot_number not in self._pipeline_slots:"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\redis\cluster.py","3863","                self._pipeline_slots.add(slot_number)"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\redis\cluster.py","3873","                self._pipeline_slots.add(slot_number)"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\redis\cluster.py","3875","            return self.pipeline_execute_command(*args, **kwargs)"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\redis\cluster.py","4000","        if not stack and (not self._watching or not self._pipeline_slots):"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\redis\cluster.py","4006","        self, stack: List[""PipelineCommand""], raise_on_error: bool"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\redis\cluster.py","4017","        self, stack: List[""PipelineCommand""], raise_on_error: bool"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\redis\cluster.py","4019","        if len(self._pipeline_slots) > 1:"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\redis\cluster.py","4029","            [PipelineCommand((""MULTI"",))],"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\redis\cluster.py","4031","            [PipelineCommand((""EXEC"",))],"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\redis\cluster.py","4102","            raise InvalidPipelineStack("
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\redis\cluster.py","4103","                ""Unexpected response length for cluster pipeline EXEC."""
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\redis\cluster.py","4167","        self._pipeline_slots = set()"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\redis\exceptions.py","278","    Raised when a transaction or watch is triggered in a pipeline"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\redis\exceptions.py","285","class InvalidPipelineStack(RedisClusterException):"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\redis\exceptions.py","287","    Raised on unexpected response length on pipelines. This is"
